product_id,winsorize,features,RMSE,MAPE,Overfit_Score,method
P20,False,PRO28392_org,2387.9758107113726,1.0361824082108232e+18,,walkforward
P20,False,"MAB_ELE_SHP250, PRO271000_org",2298.3424382961693,5.480584531608519e+17,,walkforward
P20,False,"MAB_ELE_SHP250, PRO27250_org",2779.471981239281,1.1056209654161277e+18,,walkforward
P20,False,"MAB_ELE_SHP250, PRO28392_org",2429.5269578198718,1.0200404722748325e+18,,walkforward
P20,False,"PRO271000_org, PRO27250_org",2241.175056849274,2.5976395959615088e+17,,walkforward
P20,False,"PRO271000_org, PRO28392_org",2221.7614833052908,2.913275012729663e+17,,walkforward
P20,False,"PRO27250_org, PRO28392_org",2364.6876830670835,9.950727905640489e+17,,walkforward
P20,False,"MAB_ELE_SHP250, PRO271000_org, PRO27250_org",2602.0155470975433,3.454183386981243e+17,,walkforward
P20,False,"MAB_ELE_SHP250, PRO271000_org, PRO28392_org",2242.4486831030595,4.016202968314255e+17,,walkforward
P20,False,"MAB_ELE_SHP250, PRO27250_org, PRO28392_org",2780.0490185352583,1.0840510766502113e+18,,walkforward
P20,False,"PRO271000_org, PRO27250_org, PRO28392_org",2210.0188216211673,1.3836360785311035e+17,,walkforward
P20,False,"MAB_ELE_SHP250, PRO271000_org, PRO27250_org, PRO28392_org",2484.2740445996133,7.5770497209209e+16,,walkforward
P3,True,PRO27826_org,4634287.909930019,0.24383759090222304,,walkforward
P3,True,PRO271000_org,4625943.9047537735,0.24720873206383034,,walkforward
P3,True,PRI27840_org,4038685.9299945347,0.23517318608311183,,walkforward
P3,True,"PRO27826_org, PRO271000_org",4635249.2600463,0.2382111108397502,,walkforward
P3,True,"PRO27826_org, PRI27840_org",4117013.3712658556,0.24255732980363498,,walkforward
P3,True,"PRO271000_org, PRI27840_org",4109720.4784322293,0.24037006340839487,,walkforward
P3,True,"PRO27826_org, PRO271000_org, PRI27840_org",4129659.5264469986,0.24406208908712695,,walkforward
P3,False,PRO27826_org,5683227.668283187,0.30484747515596794,,walkforward
P3,False,PRO271000_org,5658707.977419803,0.3078475267663899,,walkforward
P3,False,PRI27840_org,4755231.928016983,0.2795594728852424,,walkforward
P3,False,"PRO27826_org, PRO271000_org",5740073.105189159,0.30793117972984874,,walkforward
P3,False,"PRO27826_org, PRI27840_org",4898795.234634442,0.2910601559817135,,walkforward
P3,False,"PRO271000_org, PRI27840_org",4899784.7063885415,0.2900440251845672,,walkforward
P3,False,"PRO27826_org, PRO271000_org, PRI27840_org",4954027.262543949,0.2978722438775998,,walkforward
P36,True,MAB_ELE_PRO756,34779.100168164485,7.519869035274352,,walkforward
P36,True,PRO27756_org,29611.48268301373,5.438133637415034,,walkforward
P36,True,MAB_ELE_PRO156,19721.328264619086,3.0210164915192164,,walkforward
P36,True,"MAB_ELE_PRO756, PRO27756_org",35680.35155928184,7.747200889815445,,walkforward
P36,True,"MAB_ELE_PRO756, MAB_ELE_PRO156",35664.37186037255,7.809003944219263,,walkforward
P36,True,"PRO27756_org, MAB_ELE_PRO156",31125.417923002835,5.212524682639457,,walkforward
P36,True,"MAB_ELE_PRO756, PRO27756_org, MAB_ELE_PRO156",38933.78065301641,8.623446034596798,,walkforward
P36,False,MAB_ELE_PRO756,33565.90962292845,11.693979038523306,,walkforward
P36,False,PRO27756_org,32773.5333525537,9.388267612263233,,walkforward
P36,False,MAB_ELE_PRO156,20281.34007482615,3.871246965832601,,walkforward
P36,False,"MAB_ELE_PRO756, PRO27756_org",37824.635115890254,12.747190596848045,,walkforward
P36,False,"MAB_ELE_PRO756, MAB_ELE_PRO156",37527.482809040834,12.771389377050138,,walkforward
P36,False,"PRO27756_org, MAB_ELE_PRO156",35703.839455687776,10.123781795766462,,walkforward
P36,False,"MAB_ELE_PRO756, PRO27756_org, MAB_ELE_PRO156",40054.688456606316,13.979386466467824,,walkforward
P4,True,PRO27380_org,71391.64649264899,0.20793889302575588,,walkforward
P4,True,WKLWEUR840_org,71391.64649264899,0.20793889302575588,,walkforward
P4,True,PRO27276_org,71391.64649264899,0.20793889302575588,,walkforward
P4,True,MAB_ELE_SHP380,71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, WKLWEUR840_org",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, PRO27276_org",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"WKLWEUR840_org, PRO27276_org",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"WKLWEUR840_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, WKLWEUR840_org, PRO27276_org",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, WKLWEUR840_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"WKLWEUR840_org, PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,True,"PRO27380_org, WKLWEUR840_org, PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,PRO27380_org,71391.64649264899,0.20793889302575588,,walkforward
P4,False,WKLWEUR840_org,71391.64649264899,0.20793889302575588,,walkforward
P4,False,PRO27276_org,71391.64649264899,0.20793889302575588,,walkforward
P4,False,MAB_ELE_SHP380,71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, WKLWEUR840_org",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, PRO27276_org",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"WKLWEUR840_org, PRO27276_org",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"WKLWEUR840_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, WKLWEUR840_org, PRO27276_org",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, WKLWEUR840_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"WKLWEUR840_org, PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P4,False,"PRO27380_org, WKLWEUR840_org, PRO27276_org, MAB_ELE_SHP380",71391.64649264899,0.20793889302575588,,walkforward
P5,True,PRO27826_org,2568371.7592297383,0.2232239081975373,,walkforward
